company_name,company_slug,website,current_signal_code,signal_date,signal_text,source_url,valid_signal_code,action
"Micron",micron,micron.com,new_facility,2025-01-01,"$6.4B CHIPS funding; 2nd Boise fab announced Jun 2025; NY Clay megafab ($100B); Virginia expansion; ",https://investors.micron.com/news-releases/news-release-details/micron-and-trump-administration-announce-expanded-us-investments,,
Millennium Space Systems,millennium-space-systems,https://millennium-space.com,,,,,,NO_SIGNAL
Mission Solar,mission-solar,missionsolar.com,,,,,,NO_SIGNAL
"Mitsubishi Electric",mitsubishi-electric,mitsubishielectric.com,new_facility,2025-01-01,"Strategic investment in Realtime Robotics (May 2024) for motion planning",https://www.credenceresearch.com/report/warehouse-robotics-market,,
"Mitsubishi Power",mitsubishi-power,power.mhi.com,new_facility,2025-01-01,"Savannah GA manufacturing; JAC turbine most efficient; Takasago Hydrogen Park verification; 4M+ oper",https://power.mhi.com/regions/amer/products/gas-turbines,,
"Mitsubishi Power",mitsubishi-power,power.mhi.com,new_facility,2025-01-01,"Savannah GA manufacturing; JAC turbine most efficient; Takasago Hydrogen Park verification; 4M+ oper",https://power.mhi.com/regions/amer/products/gas-turbines,,
Mkango Resources,mkango-resources,https://mkango.ca/,,,,,,NO_SIGNAL
"Modine Manufacturing",modine-manufacturing,https://modine.com,expansion_announcement,2025-11-17,"Data center cooling expansion - multiple US facilities",https://www.stocktitan.net/news/MOD/modine-reports-third-quarter-fiscal-2026-pad8obfnnt8b.html,,
"Modine Manufacturing",modine-manufacturing,https://modine.com,expansion_announcement,2025-11-17,"Data center cooling expansion - multiple US facilities",https://www.stocktitan.net/news/MOD/modine-reports-third-quarter-fiscal-2026-pad8obfnnt8b.html,,
Modus Advanced,modus-advanced,https://www.modusadvanced.com/,,,,,,NO_SIGNAL
Momentus,momentus,https://momentus.space,,,,,,NO_SIGNAL
Monolithic Power Systems,monolithic-power-systems,monolithicpower.com,,,,,,NO_SIGNAL
Moog Inc,moog-inc,https://moog.com,,,,,,NO_SIGNAL
"Morpheus Space",morpheus-space,https://morpheus-space.com,new_facility,2025-01-01,"$15M strategic investment (Feb 2026); Reloaded Facility expansion in Dresden; targeting 100 units",https://www.prnewswire.com/news-releases/morpheus-space-secures-a-15-million-strategic-investment-to-accelerate-mass-production-expansion-302678253.html,,
MP Materials,mp-materials,https://mpmaterials.com/,,,,,,NO_SIGNAL
"Muon Space",muon-space,https://muonspace.com,new_facility,2025-01-01,"$146M Series B (June 2025); new 70,000 sq ft facility (10x expansion); acquired Starlight propulsion",https://www.prnewswire.com/news-releases/muon-space-completes-146-million-series-b-to-scale-satellite-constellations-for-defense-and-commercial-missions-302479524.html,,
NanoAvionics,nanoavionics,https://nanoavionics.com,,,,,,NO_SIGNAL
Nanya Technology,nanya-technology,nanya.com,,,,,,NO_SIGNAL
"Nel ASA",nel-asa,nelhydrogen.com,new_facility,2025-01-01,"Acquired Green Hydrogen Systems assets Jun 2025; alkaline + PEM technology; scaling production",https://www.marketsandmarkets.com/ResearchInsight/electrolyzers-market.asp,,
NeoVolta,neovolta,https://neovolta.com/,,,,,,NO_SIGNAL
"Neura Robotics",neura-robotics,https://neura-robotics.com/,new_facility,2025-01-01,"€120M Series B for cognitive robots in logistics/care/manufacturing; US market expansion planned",https://www.marionstreetcapital.com/insights/the-robotics-industry-funding-landscape-2025,,
"Neurogene",neurogene,https://neurogene.com,investment_plan_announced,2024-11-01,"State-of-the-art in-house facility in Houston; NGN-401 for Rett syndrome advancing toward pivotal",https://www.biospace.com/press-releases/neurogene-reports-third-quarter-2024-financial-results-and-highlights-recent-updates,,
Newcleo,newcleo,newcleo.com,,,,,,NO_SIGNAL
Nexans,nexans,nexans.com,,,,,,NO_SIGNAL
NextEra Energy Resources,nextera-energy-resources,https://www.nexteraenergyresources.com/,,,,,,NO_SIGNAL
"Nextracker",nextracker,nextracker.com,new_facility,2025-01-01,"28.5 GW shipped 2024; 100 GW cumulative milestone; US manufacturing; 35 GW annual capacity across 6 ",https://www.globenewswire.com/news-release/2025/11/04/3180573/0/en/Solar-Tracker-Market-to-Reach-US-32-43-Billion-by-2033-Astute-Analytica.html,,
NGK-Locke,ngk-locke,ngk-locke.com,,,,,,NO_SIGNAL
Niagara Power Transformer,niagara-power-transformer,niagarapowertransformer.com,,,,,,NO_SIGNAL
Nikola,nikola,nikolamotor.com,,,,,,NO_SIGNAL
Niron Magnetics,niron-magnetics,https://www.nironmagnetics.com/,,,,,,NO_SIGNAL
Nordson Electronics,nordson-electronics,nordson.com,,,,,,NO_SIGNAL
Northrop Grumman,northrop-grumman,https://northropgrumman.com,,,,,,NO_SIGNAL
Nova Ltd,nova-ltd,novami.com,,,,,,NO_SIGNAL
"Novartis Cell Therapy",novartis-cell-therapy,https://novartis.com,expansion_announcement,2026-02-14,"Signal detected",https://www.novartis.com/,,
NovaTech Automation,novatech-automation,novatechautomation.com,,,,,,NO_SIGNAL
"Noveon Magnetics",noveon-magnetics,https://noveon.co/,new_facility,2025-01-01,"$215M Series C led by OneIM ($200M) to expand US rare earth magnet manufacturing capacity",https://www.prnewswire.com/news-releases/noveon-magnetics-completes-215-million-series-c-to-expand-us-rare-earth-magnet-manufacturing-capacity-302664196.html,,
NuScale Power,nuscale-power,nuscalepower.com,,,,,,NO_SIGNAL
"NVIDIA",nvidia,nvidia.com,new_facility,2025-01-01,"$374M Santa Clara campus purchase 2024; 324K sqft new facility May 2025; $4.5T market cap",https://www.credaily.com/briefs/nvidia-expansion-drives-silicon-valley-office-growth-amid-ai-boom/,,
Oceaneering,oceaneering,https://www.oceaneering.com/,,,,,,NO_SIGNAL
OHB System,ohb-system,https://ohb.de,,,,,,NO_SIGNAL
"Ohmium",ohmium,ohmium.com,new_facility,2025-01-01,"$250M Series C from TPG; modular PEM systems; rapid production ramp",https://pubs.acs.org/doi/10.1021/cen-10115-buscon7,,
"Oklo",oklo,oklo.com,new_facility,2025-01-01,"12 GW Switch data center deal through 2044; Idaho plant groundbreaking Sept 2025; $2B fuel developme",https://en.wikipedia.org/wiki/Oklo_Inc.,,
"Oklo",oklo,oklo.com,new_facility,2025-01-01,"12 GW Switch data center deal through 2044; Idaho plant groundbreaking Sept 2025; $2B fuel developme",https://en.wikipedia.org/wiki/Oklo_Inc.,,
Olsun Electrics,olsun-electrics,olsun.com,,,,,,NO_SIGNAL
"ON Semiconductor",on-semiconductor,onsemi.com,new_facility,2025-01-01,"SiC fab expansion South Korea completed; US CHIPS funding for SiC epitaxial expansion",https://www.semiconductors.org/chip-supply-chain-investments/,,
"ON Semiconductor",on-semiconductor,onsemi.com,new_facility,2025-01-01,"SiC fab expansion South Korea completed; US CHIPS funding for SiC epitaxial expansion",https://www.semiconductors.org/chip-supply-chain-investments/,,
Onto Innovation,onto-innovation,ontoinnovation.com,,,,,,NO_SIGNAL
"Orbex",orbex,https://orbex.space,new_facility,2025-01-01,"£20M UK government investment (Jan 2025); London base + Scotland HQ expansion",https://www.scotsman.com/business/all-systems-go-for-ground-breaking-rocket-launch-after-scotlands-orbex-secures-ps20m-boost-4964379,,
Orbion Space Technology,orbion-space-technology,https://orbionspace.com,,,,,,NO_SIGNAL
"Orbit Fab",orbit-fab,https://orbitfab.com,new_facility,2025-01-01,"$28.5M Series A; expanding manufacturing; 3 launches for US government 2025; UK £2M investment",https://www.orbitfab.com/news/uk-refueling-innovation/,,
Orbital Assembly,orbital-assembly,https://orbitalassembly.com,,,,,,NO_SIGNAL
Orbital Composites,orbital-composites,https://www.orbitalcomposites.com/,,,,,,NO_SIGNAL
Orbital Sidekick,orbital-sidekick,https://orbitalsidekick.com,,,,,,NO_SIGNAL
Orbital Therapeutics,orbital-therapeutics,https://orbitaltx.com,,,,,,NO_SIGNAL
Ormazabal,ormazabal,ormazabal.com,,,,,,NO_SIGNAL
OroraTech,ororatech,https://ororatech.com,,,,,,NO_SIGNAL
OSI (Open Systems International),osi-open-systems-international,osii.com,,,,,,NO_SIGNAL
Paragraf,paragraf,paragraf.com,,,,,,NO_SIGNAL
"Park Aerospace",park-aerospace,https://parkaerospace.com/,new_facility,2025-01-01,"$50M Midwest plant expansion to double capacity - LOCATION TBD",https://seekingalpha.com/news/4538969-park-aerospace-plans-50m-manufacturing-expansion-to-double-capacity-as-demand-surges,,
"Passage Bio",passage-bio,https://passagebio.com,expansion_announcement,2026-02-14,"Signal detected",https://www.globenewswire.com/news-release/2020/12/16/2146113/0/en/Passage-Bio-Announces-Gene-Therapy-Manufacturing-Research-and-Development-Site.html,,
PDF Solutions,pdf-solutions,pdf.com,,,,,,NO_SIGNAL
Peak Energy,peak-energy,https://www.peakenergy.com/,,,,,,NO_SIGNAL
Perkins Engines,perkins-engines,perkins.com,,,,,,NO_SIGNAL
Photronics,photronics,photronics.com,,,,,,NO_SIGNAL
Pixxel,pixxel,https://pixxel.space,,,,,,NO_SIGNAL
"Planet Labs",planet-labs,https://planet.com,new_facility,2025-01-01,"New Berlin satellite manufacturing facility (Sept 2025); doubling Pelican production capacity",https://www.businesswire.com/news/home/20250925738688/en/Planet-to-Open-New-Satellite-Manufacturing-Facility-in-Berlin,,
Plasma-Therm,plasma-therm,plasmatherm.com,,,,,,NO_SIGNAL
"Plug Power",plug-power,plugpower.com,new_facility,2025-01-01,"95+ MW electrolyzer capacity delivered; 100MW Galp Portugal project; Georgia + Tennessee production ",https://www.plugpower.com/plug-power-2025-a-year-of-momentum-milestones-and-meaningful-progress/,,
"Plug Power",plug-power,plugpower.com,new_facility,2025-01-01,"95+ MW electrolyzer capacity delivered; 100MW Galp Portugal project; Georgia + Tennessee production ",https://www.plugpower.com/plug-power-2025-a-year-of-momentum-milestones-and-meaningful-progress/,,
Polar Semiconductor,polar-semiconductor,polarsemi.com,,,,,,NO_SIGNAL
Polaris Sensor Technologies,polaris-sensor-technologies,https://www.polarissensor.com/,,,,,,NO_SIGNAL
"Poseida Therapeutics (Roche)",poseida-therapeutics-roche,https://poseida.com,expansion_announcement,2026-02-14,"Signal detected",https://poseida.com/,,
Powell Industries,powell-industries,powellind.com,,,,,,NO_SIGNAL
"Powertech Technology (PTI)",powertech-technology-pti,pti.com.tw,new_facility,2025-10-01,"Powertech $1B Panel Packaging Expansion",https://www.digitimes.com/news/a20251029PD215/pti-foplp-packaging-expansion-testing.html,,
"Powertech Technology (PTI)",powertech-technology-pti,pti.com.tw,new_facility,2025-01-01,"$1B FOPLP expansion by 2026; 6000-7000 WPM capacity; panel-level packaging leader; full bookings",https://www.digitimes.com/news/a20251029PD215/pti-foplp-packaging-expansion-testing.html,,
Powin,powin,https://powin.com/,,,,,,NO_SIGNAL
PPC Insulators,ppc-insulators,ppcinsulators.com,,,,,,NO_SIGNAL
Pratt & Whitney Power Systems,pratt-whitney-power-systems,pwps.com,,,,,,NO_SIGNAL
Preformed Line Products,preformed-line-products,plp.com,,,,,,NO_SIGNAL
Privateer,privateer,https://privateer.com,,,,,,NO_SIGNAL
"Prolec GE",prolec-ge,prolec.energy,new_facility,2025-01-01,"$140M North Carolina facility 2025 doubling capacity; acquired SPX Waukesha; 144K sqft NC plant",https://finance.yahoo.com/news/u-transformers-industry-research-report-080100983.html,,
"Prolec GE",prolec-ge,prolec.energy,new_facility,2025-01-01,"$140M North Carolina facility 2025 doubling capacity; acquired SPX Waukesha; 144K sqft NC plant",https://finance.yahoo.com/news/u-transformers-industry-research-report-080100983.html,,
Prysmian Group,prysmian-group,prysmian.com,,,,,,NO_SIGNAL
"Purespring Therapeutics",purespring-therapeutics,https://purespringtx.com,expansion_announcement,2026-02-14,"Signal detected",https://purespringtx.com/,,
Qualcomm,qualcomm,qualcomm.com,,,,,,NO_SIGNAL
Quilty Analytics,quilty-analytics,https://quiltyanalytics.com,,,,,,NO_SIGNAL
Radiant Industries,radiant-industries,radiantnuclear.com,,,,,,NO_SIGNAL
"Rapidus",rapidus,rapidus.inc,new_facility,2025-07-01,"Rapidus First 2nm Chips July 2025",https://en.wikipedia.org/wiki/Rapidus,,
"Rapidus",rapidus,rapidus.inc,new_facility,2025-01-01,"$5.4B subsidies FY2025; first 2nm GAA transistors Jul 2025; mass production 2027 target",https://en.wikipedia.org/wiki/Rapidus,,
Raytheon,raytheon,https://www.rtx.com/,,,,,,NO_SIGNAL
RBC Signals,rbc-signals,https://rbcsignals.com,,,,,,NO_SIGNAL
"Rebellions",rebellions,rebellions.ai,new_facility,2025-01-01,"$250M Series C; ARM + Samsung backed; mass production accelerating",https://rebellions.ai/newsroom/rebellions-raises-250-million-to-advance-the-next-generation-ai-infrastructure-backed-by-arm-and-samsung/,,
REC Group,rec-group,recgroup.com,,,,,,NO_SIGNAL
Redwire,redwire,https://redwirespace.com,,,,,,NO_SIGNAL
"Redwood Materials",redwood-materials,https://redwoodmaterials.com,new_facility,2024-07-30,"Redwood Materials Breaks Ground on South Carolina Campus",https://redwoodmaterials.com/news,,
REEtec,reetec,https://reetec.no/,,,,,,NO_SIGNAL
"REGENXBIO",regenxbio,https://regenxbio.com,regulatory_milestone,2026-01-11,"RGX-121 PDUFA Feb 8 2026; fully in-house end-to-end capabilities; single facility",https://www.prnewswire.com/news-releases/regenxbio-highlights-key-2026-catalysts-and-announces-positive-long-term-functional-outcomes-in-lead-duchenne-gene-therapy-program-302657988.html,,
"Rehlko (Kohler Energy)",rehlko-kohler-energy,rehlko.com,new_facility,2025-01-01,"Rebranded from Kohler Energy Sep 2024; Mosel WI site redesigned; expanding industrial generators; Mi",https://www.rehlko.com/kohler-energy-is-now-rehlko,,
"Rehlko (Kohler Energy)",rehlko-kohler-energy,rehlko.com,new_facility,2025-01-01,"Rebranded from Kohler Energy Sep 2024; Mosel WI site redesigned; expanding industrial generators; Mi",https://www.rehlko.com/kohler-energy-is-now-rehlko,,
"Relativity Space",relativity-space,https://relativityspace.com,new_facility,2025-01-01,"Flight production started; new horizontal integration facility at launch site; SES contract expansio",https://www.relativityspace.com/press-release/2025/3/7/rycbar123,,
"Renesas Electronics",renesas-electronics,renesas.com,new_facility,2025-01-01,"Kofu fab reopened for power semis 2024; SiC production end 2024; acquired Transphorm GaN",https://www.datacenterdynamics.com/en/news/renesas-reopens-previously-shuttered-japanese-chip-fab/,,
"Renesas Electronics",renesas-electronics,renesas.com,new_facility,2025-01-01,"Kofu fab reopened for power semis 2024; SiC production end 2024; acquired Transphorm GaN",https://www.datacenterdynamics.com/en/news/renesas-reopens-previously-shuttered-japanese-chip-fab/,,
"Replimune",replimune,https://replimune.com,regulatory_milestone,2026-02-01,"RP1 BLA resubmitted for advanced melanoma; single in-house manufacturing facility",https://ir.replimune.com/news-releases/news-release-details/replimune-receives-complete-response-letter-fda-rp1-biologics,,
"RobCo",robco,https://www.robco.de/,new_facility,2025-01-01,"$100M Series C + US expansion (SF HQ + Austin manufacturing)",https://theaiinsider.tech/2026/01/30/robco-raises-100m-in-series-c-funding-to-scale-its-autonomous-industrial-robotics-platform/,,
Rocket Factory Augsburg,rocket-factory-augsburg,https://rfa.space,,,,,,NO_SIGNAL
"Rocket Lab",rocket-lab,https://rocketlabusa.com,new_facility,2025-01-01,"New Space Structures Complex in Baltimore County MD; expanded semiconductor manufacturing (Aug 2025)",https://www.businesswire.com/news/home/20250822243590/en/Rocket-Lab-Announces-Expanded-U.S.-Investments-for-National-Security-Programs-and-Semiconductor-Manufacturing,,
"Rocket Lab",rocket-lab,https://rocketlabusa.com,new_facility,2025-01-01,"New Space Structures Complex in Baltimore County MD; expanded semiconductor manufacturing (Aug 2025)",https://www.businesswire.com/news/home/20250822243590/en/Rocket-Lab-Announces-Expanded-U.S.-Investments-for-National-Security-Programs-and-Semiconductor-Manufacturing,,
"Rocket Pharmaceuticals",rocket-pharmaceuticals,https://rocketpharma.com,regulatory_milestone,2025-10-01,"Kresladi BLA resubmitted; PDUFA Q1 2026; in-house manufacturing at NJ facility",https://ir.rocketpharma.com/news-releases/news-release-details/rocket-pharmaceuticals-announces-buildout-rd-and-manufacturing,,
"Rockwell Automation",rockwell-automation,https://www.rockwellautomation.com/,expansion_announcement,2026-02-06,"1M sqft greenfield manufacturing facility announced",https://dailyreporter.com/2026/02/06/rockwell-automation-new-berlin-facility/,,
"Rockwell Automation",rockwell-automation,https://www.rockwellautomation.com/,expansion_announcement,2026-02-06,"1M sqft greenfield manufacturing facility announced",https://dailyreporter.com/2026/02/06/rockwell-automation-new-berlin-facility/,,
Rogue Space Systems,rogue-space-systems,https://rogue.space,,,,,,NO_SIGNAL
"Rohm Semiconductor",rohm-semiconductor,rohm.com,new_facility,2025-01-01,"Largest facility to start end 2024; SiC production expansion; acquired Solar Frontier fab",https://www.eenewseurope.com/en/rohm-buys-japanese-fab-for-sic-boost/,,
Rolls-Royce MTU,rolls-royce-mtu,mtu-solutions.com,,,,,,NO_SIGNAL
Rolls-Royce SMR,rolls-royce-smr,rolls-royce-smr.com,,,,,,NO_SIGNAL
S&C Electric,s-c-electric,sandc.com,,,,,,NO_SIGNAL
Sabre Industries,sabre-industries,sabreindustries.com,,,,,,NO_SIGNAL
Samsung Foundry,samsung-foundry,samsung.com/semiconductor,,,,,,NO_SIGNAL
Samsung SDI America,samsung-sdi-america,https://www.samsungsdi.com/,,,,,,NO_SIGNAL
"Sangamo Therapeutics",sangamo-therapeutics,https://sangamo.com,regulatory_milestone,2025-12-01,"ST-920 BLA rolling submission Dec 2025 for Fabry disease; in-house Brisbane facility + Thermo CDMO",https://investor.sangamo.com/news-releases/news-release-details/sangamo-announces-strategic-investment-manufacturing-and,,
"Sarepta Therapeutics",sarepta-therapeutics,https://sarepta.com,expansion_announcement,2026-02-14,"Signal detected",https://investorrelations.sarepta.com/news-releases/news-release-details/sarepta-therapeutics-opens-genetic-therapies-center-excellence,,
Satellogic,satellogic,https://satellogic.com,,,,,,NO_SIGNAL
Satrec Initiative,satrec-initiative,https://satreci.com,,,,,,NO_SIGNAL
Schneider Electric,schneider-electric,se.com,,,,,,NO_SIGNAL
Scout Space,scout-space,https://scout.space,,,,,,NO_SIGNAL
SCREEN Semiconductor Solutions,screen-semiconductor-solutions,screen.co.jp,,,,,,NO_SIGNAL
Sediver,sediver,sediver.com,,,,,,NO_SIGNAL
SEL (Schweitzer Engineering),sel-schweitzer-engineering,selinc.com,,,,,,NO_SIGNAL
Serve Robotics,serve-robotics,https://www.serverobotics.com/,,,,,,NO_SIGNAL
Shin-Etsu Chemical,shin-etsu-chemical,shinetsu.com,,,,,,NO_SIGNAL
Shinkawa (Yamaha),shinkawa-yamaha,yamaha-robotics.com/shinkawa,,,,,,NO_SIGNAL
"Shinko Electric Industries",shinko-electric-industries,shinko.co.jp,new_facility,2025-01-01,"BGA substrate expansion; AI server revenue 3x FY2023; Fujitsu subsidiary",https://www.digitimes.com/news/a20241105PD208/demand-ibiden-ic-substrate-shinko-electric-2024.html,,
Sidus Space,sidus-space,https://sidusspace.com,,,,,,NO_SIGNAL
"Siemens Energy",siemens-energy,siemens-energy.com,expansion_announcement,2026-02-03,"$300M Mississippi + Houston expansion for grid components",https://www.supertalk.fm/siemens-mississippi/,,
"Siemens Energy",siemens-energy,siemens-energy.com,new_facility,2025-01-01,"US transformer factory expansion; dry-transformer facilities; grid solutions growth",https://www.npcelectric.com/news/transformer-market-2025-performance-and-2026-outlook.html,,
"Siemens Energy",siemens-energy,siemens-energy.com,expansion_announcement,2026-02-03,"$300M Mississippi + Houston expansion for grid components",https://www.supertalk.fm/siemens-mississippi/,,
Sierra Space,sierra-space,https://sierraspace.com,,,,,,NO_SIGNAL
"Silfab Solar",silfab-solar,silfabsolar.com,new_facility,2025-01-01,"Burlington WA + Fort Mill SC facilities; 1.3 GW combined capacity; North American focused",https://silfabsolar.com/our-story/,,
"Silfab Solar",silfab-solar,silfabsolar.com,new_facility,2025-01-01,"Burlington WA + Fort Mill SC facilities; 1.3 GW combined capacity; North American focused",https://silfabsolar.com/our-story/,,
"Siltronic",siltronic,siltronic.com,new_facility,2025-01-01,"EUR 136M Germany expansion; Burghausen + Freiberg; 225 new jobs; new 300mm Freiberg plant",https://www.siltronic.com/en/press/press-releases/siltronic-expands-300-mm-production-in-germany.html,,
"Siren Biotechnology",siren-biotechnology,https://sirenbiotechnology.com,expansion_announcement,2026-02-14,"Signal detected",https://sirenbiotechnology.com/,,
SK Hynix,sk-hynix,skhynix.com,,,,,,NO_SIGNAL
SK Siltron,sk-siltron,sksiltron.com,,,,,,NO_SIGNAL
Skykraft,skykraft,https://skykraft.com.au,,,,,,NO_SIGNAL
Skyrora,skyrora,https://skyrora.com,,,,,,NO_SIGNAL
"SkyWater Technology",skywater-technology,skywatertechnology.com,acquisition,2025-02-01,"SkyWater Acquires Infineon Austin Fab",https://www.skywatertechnology.com/skywater-to-acquire-infineons-austin-fab/,,
"SkyWater Technology",skywater-technology,skywatertechnology.com,new_facility,2025-01-01,"$16M CHIPS funding Dec 2024; acquiring Infineon Austin fab Feb 2025 for 65-130nm capacity; US-only t",https://www.skywatertechnology.com/skywater-to-acquire-infineons-austin-fab-and-establish-strategic-partnership-to-expand-u-s-foundry-capacity-for-foundational-chips/,,
Slingshot Aerospace,slingshot-aerospace,https://slingshotaerospace.com,,,,,,NO_SIGNAL
Soitec,soitec,soitec.com,,,,,,NO_SIGNAL
Solar Turbines,solar-turbines,solarturbines.com,,,,,,NO_SIGNAL
"SolarEdge Technologies",solaredge-technologies,solaredge.com,new_facility,2025-01-01,"Texas inverters + Florida optimizers + Utah batteries; 8M optimizers/quarter capacity; domestic cont",https://investors.solaredge.com/news-releases/news-release-details/solaredge-marks-milestones-us-manufacturing-strategy-achieving,,
"SolarEdge Technologies",solaredge-technologies,solaredge.com,new_facility,2025-01-01,"Texas inverters + Florida optimizers + Utah batteries; 8M optimizers/quarter capacity; domestic cont",https://investors.solaredge.com/news-releases/news-release-details/solaredge-marks-milestones-us-manufacturing-strategy-achieving,,
"Solid Biosciences",solid-biosciences,https://solidbio.com,expansion_announcement,2026-02-14,"Signal detected",https://investors.solidbio.com/news-releases/news-release-details/solid-biosciences-and-forge-biologics-announce-viral-vector,,
"Soulbrain",soulbrain,soulbrain.co.kr,new_facility,2025-01-01,"Soulbrain Taylor TX Plant Construction",https://www.statesman.com/story/news/local/2024/07/29/samsung-semiconductors-plant-taylor-texas-south-korean-company-soulbrain-tx-llc-invest/74562610007/,,
"Soulbrain",soulbrain,soulbrain.co.kr,new_facility,2025-01-01,"$175M Taylor Texas plant for Samsung; high-purity phosphoric acid; construction Jan 2025",https://www.statesman.com/story/news/local/2024/07/29/samsung-semiconductors-plant-taylor-texas-south-korean-company-soulbrain-tx-llc-invest/74562610007/,,
"Soulbrain",soulbrain,soulbrain.co.kr,new_facility,2025-01-01,"$175M Taylor Texas plant for Samsung; high-purity phosphoric acid; construction Jan 2025",https://www.statesman.com/story/news/local/2024/07/29/samsung-semiconductors-plant-taylor-texas-south-korean-company-soulbrain-tx-llc-invest/74562610007/,,
Southwire,southwire,southwire.com,,,,,,NO_SIGNAL
Space Forge,space-forge,https://spaceforge.com,,,,,,NO_SIGNAL
SpaceX,spacex,https://spacex.com,,,,,,NO_SIGNAL
"Spark Therapeutics (Roche)",spark-therapeutics-roche,https://sparktx.com,expansion_announcement,2026-02-14,"Signal detected",https://www.pharmaceutical-technology.com/projects/spark-therapeutics-gene-therapy-innovation-center-philadelphia-usa/,,
Special Metals,special-metals,https://www.specialmetals.com/,,,,,,NO_SIGNAL
Spectrolab,spectrolab,https://spectrolab.com,,,,,,NO_SIGNAL
SpinLaunch,spinlaunch,https://spinlaunch.com,,,,,,NO_SIGNAL
Spire Global,spire-global,https://spire.com,,,,,,NO_SIGNAL
Spirit AeroSystems,spirit-aerosystems,https://www.spiritaero.com/,,,,,,NO_SIGNAL
"Spirovant Sciences",spirovant-sciences,https://spirovant.com,regulatory_milestone,2024-11-01,"Phase 1/2 for cystic fibrosis (first patient Nov 2024); inhaled AAV gene therapy",https://www.biospace.com/press-releases/spirovant-sciences-doses-first-patient-in-the-saave-phase-1-2-clinical-trial-of-its-investigational-aerosol-delivered-genetic-medicine-for-the-treatment-of-cystic-fibrosis,,
SPTS Technologies (KLA),spts-technologies-kla,spts.com,,,,,,NO_SIGNAL
"SPX Transformer Solutions",spx-transformer-solutions,spxtransformersolutions.com,new_facility,2025-01-01,"$70M Waukesha expansion; Goldsboro NC 50th anniversary; 1200+ US employees; 5-1200 MVA up to 345kV",https://www.spx.com/spx-transformer-solutions-goldsboro-north-carolina-facility-celebrates-50th-anniversary/,,
"SPX Transformer Solutions",spx-transformer-solutions,spxtransformersolutions.com,new_facility,2025-01-01,"$70M Waukesha expansion; Goldsboro NC 50th anniversary; 1200+ US employees; 5-1200 MVA up to 345kV",https://www.spx.com/spx-transformer-solutions-goldsboro-north-carolina-facility-celebrates-50th-anniversary/,,
Starfish Space,starfish-space,https://starfishspace.com,,,,,,NO_SIGNAL
Stella-Jones,stella-jones,stella-jones.com,,,,,,NO_SIGNAL
Stem Inc,stem-inc,stem.com,,,,,,NO_SIGNAL
"STMicroelectronics",stmicroelectronics,st.com,new_facility,2025-01-01,"Catania Italy SiC campus with 200mm fab; EUR730M investment; reshaping EU manufacturing footprint",https://www.yolegroup.com/player-interviews/sic-is-in-a-race-to-meet-growing-demand-for-new-technologies-an-interview-with-stmicroelectronics/,,
"Stoke Space",stoke-space,https://stokespace.com,new_facility,2025-01-01,"$510M Series D + $260M funding; scaling manufacturing for Nova reusable launch vehicle",https://www.stokespace.com/stoke-space-technologies-raises-510-million-to-scale-manufacturing-of-fully-reusable-nova-launch-vehicle/,,
"Stoke Therapeutics",stoke-therapeutics,https://stoketherapeutics.com,oem_partner,2024-08-01,"Antisense oligonucleotide platform (not viral); partnered with Biogen for zorevunersen",https://investor.stoketherapeutics.com/news-releases/news-release-details/biogen-and-stoke-therapeutics-enter-collaboration-develop-and,,
Stratolaunch,stratolaunch,https://www.stratolaunch.com/,,,,,,NO_SIGNAL
StressCrete Group,stresscrete-group,scgrp.com,,,,,,NO_SIGNAL
"StrideBio",stridebio,https://stridebio.com,oem_partner,2021-03-01,"In-house manufacturing at 1000L in RTP; STRIVE capsid platform; partnered with CRISPR Tx, Takeda, Sa",https://www.prnewswire.com/news-releases/stridebio-announces-closing-of-81-5m-series-b-financing-301247395.html,,
Stryten Energy,stryten-energy,https://www.stryten.com/,,,,,,NO_SIGNAL
"Substrate",substrate,substrate.com,new_facility,2025-01-01,"$100M seed from Founders Fund + In-Q-Tel; building X-ray lithography equipment; US manufacturing",https://www.wsj.com/tech/peter-thiel-backed-startup-secures-100-million-to-make-chips-in-u-s-baff93ac,,
SUMCO,sumco,sumco.com,,,,,,NO_SIGNAL
Sungrow,sungrow,https://www.sungrow.com/,,,,,,NO_SIGNAL
"Suniva",suniva,suniva.com,new_facility,2025-01-01,"Georgia cell factory restarted Nov 2024 (1 GW); scaling to 2.5 GW; first US cell production restart",https://www.reuters.com/business/energy/solar-manufacturer-suniva-resumes-production-american-made-cells-2024-11-08/,,
"Suniva",suniva,suniva.com,new_facility,2025-01-01,"Georgia cell factory restarted Nov 2024 (1 GW); scaling to 2.5 GW; first US cell production restart",https://www.reuters.com/business/energy/solar-manufacturer-suniva-resumes-production-american-made-cells-2024-11-08/,,
Supernal,supernal,supernal.aero,,,,,,NO_SIGNAL
Surrey Satellite Technology Ltd,surrey-satellite-technology-ltd,https://sstl.co.uk,,,,,,NO_SIGNAL
Survalent Technology,survalent-technology,survalent.com,,,,,,NO_SIGNAL
"SUSS MicroTec",suss-microtec,suss.com,new_facility,2025-01-01,"AI chip module capacity expansion; multi-year growth cycle; CMD 2025 targets",https://www.suss.com/en,,
Swinburne University of Technology (Space),swinburne-university-of-technology-space,swinburne.edu.au,,,,,,NO_SIGNAL
Symbotic,symbotic,https://www.symbotic.com/,,,,,,NO_SIGNAL
