company_name,website,industry,segment,sub_segment,signal_code,signal_score,signal_date,signal_text,source_url,messaging_hook
Morpheus Space,morpheus-space.com,Robotics,Robotics & Automation,Industrial Robotics,INVESTMENT_PLAN_ANNOUNCED,6,2026-02,$15M strategic investment (Feb 2026); Reloaded Facility expansion in Dresden,https://www.prnewswire.com/news-releases/morpheus-space-secures-a-15-million-strategic-investment-to-accelerate-mass-production-expansion-302678253.html,European propulsion manufacturing; Dresden expansion
Mujin,mujin-corp.com,Robotics,Robotics & Automation,Industrial Robotics,FUNDING_LADDER,9,2025-12,$233M funding (Dec 2025); first North American partners; MujinOS platform,https://finance.yahoo.com/news/mujin-raises-us-233-million-140000051.html,North American expansion; intelligent automation
Dexory,dexory.com,Robotics,Robotics & Automation,Industrial Robotics,FUNDING_LADDER,9,2025-10,$165M total funding (Oct 2025); US expansion for warehouse intelligence,https://www.businesswire.com/news/home/20251014336406/en/,US expansion; warehouse intelligence platform
Galbot,galbot.com,Robotics,Robotics & Automation,Industrial Robotics,FUNDING_LADDER,8,2025-12,$300M funding for mobile manipulator deployments,https://www.therobotreport.com/galbot-brings-in-300m-to-scale-mobile-manipulator-deployments/,Mobile manipulator scale-up
Exotec,exotec.com,Robotics,Robotics & Automation,Industrial Robotics,INVESTMENT_PLAN_ANNOUNCED,8,2025-08,New UK/Munich offices; Atlanta/Korea demo centers (Aug 2025); 10th anniversary,https://www.prnewswire.com/news-releases/exotec-celebrates-10-years-of-innovation-302584380.html,Atlanta expansion; US market growth
Symbotic,symbotic.com,Robotics,Robotics & Automation,Industrial Robotics,M&A,7,2024,SoftBank JV (GreenBox Systems) + Walmart $520M investment + acquired Walmart robotics for $200M,https://www.symbotic.com/,GreenBox expansion; warehouse-as-a-service scale
Plus One Robotics,plusonerobotics.com,Robotics,Robotics & Automation,Industrial Robotics,FUNDING_LADDER,6,2023,$100M total funding; parcel-handling robotics platform for logistics,https://tracxn.com/d/companies/plusone-robotics/,Texas logistics automation
Locus Robotics,locusrobotics.com,Robotics,Robotics & Automation,Industrial Robotics,,6,2024,New HQ construction in Wilmington; expanding globally; FedEx and major 3PL deployments,https://www.bostonglobe.com/2023/07/26/business/locus-launches-work-new-hq-wilmington/,Massachusetts AMR manufacturing; logistics expansion
Seegrid,seegrid.com,Robotics,Robotics & Automation,Industrial Robotics,FUNDING_LADDER,6,2024,$50M Series D funding for autonomous lift truck solutions,https://www.agvnetwork.com/news/seegrid-secures-50m-series-d-funding/,Pittsburgh AMR/AGV manufacturing
Vecna Robotics,vecnarobotics.com,Robotics,Robotics & Automation,Industrial Robotics,FUNDING_LADDER,6,2024,$164.5M total funding; Pivotal orchestration platform,https://www.agvnetwork.com/component/tags/tag/fundraising,Massachusetts robotics; AMR orchestration
Geek+,geekplus.com,Robotics,Robotics & Automation,Industrial Robotics,,5,2025-07,Hong Kong IPO (July 2025) at $2.8B valuation; global AMR deployments,https://www.robotics247.com/article/report_warehouse_automation_deal_activity_on_the_rise,International expansion; US operations
AutoStore,autostoresystem.com,Robotics,Robotics & Automation,Industrial Robotics,INVESTMENT_PLAN_ANNOUNCED,5,2025,Fall 2025 product portfolio launch; SoftBank investment at $7B valuation,https://roboticsandautomationnews.com/2025/10/24/autostore-launches-new-product-portfolio/,Cube storage automation; US installations
GreyOrange,greyorange.com,Robotics,Robotics & Automation,Industrial Robotics,,5,2024,Multinational AMR/sortation provider; Atlanta US headquarters,https://www.robotics247.com/company/greyorange,Atlanta operations; fulfillment robotics
Osaro,osaro.com,Robotics,Robotics & Automation,Industrial Robotics,,5,2024,SightWorks AI perception platform; AutoModel for SKU learning,https://www.osaro.com/,AI picking technology; Bay Area
Ambi Robotics,ambirobotics.com,Robotics,Robotics & Automation,Industrial Robotics,OEM_PARTNER,5,2024,AI-powered parcel sorting; Pitney Bowes partnership,https://pitchbook.com/profiles/company/268532-56,Parcel sorting automation
RightHand Robotics,righthandrobotics.com,Robotics,Robotics & Automation,Industrial Robotics,,5,2024,Robotic picking systems; cost-effective warehouse automation,https://www.wired.com/amazon-covariant-robotics-deal/,Piece picking technology
Hai Robotics,hairobotics.com,Robotics,Robotics & Automation,Industrial Robotics,INVESTMENT_PLAN_ANNOUNCED,5,2024,Autonomous case-handling robot (ACR) systems; global expansion,https://www.prnewswire.com/news-releases/warehouse-automation-market-302252709.html,ACR automation; US market
Attabotics,attabotics.com,Robotics,Robotics & Automation,Industrial Robotics,,5,2024,3D robotic storage and retrieval; vertical storage optimization,https://www.researchandmarkets.com/reports/5751608/,3D storage automation
Balyo,balyo.com,Robotics,Robotics & Automation,Industrial Robotics,,5,2024,2024 acceleration year; autonomous forklift technology,https://www.balyo.com/,Autonomous forklift tech; European leader
6 River Systems (Ocado),6river.com,Robotics,Robotics & Automation,Industrial Robotics,,4,2024,Acquired by Ocado 2023; Chuck AMR for logistics/retail,https://www.sdcexec.com/warehousing/robotics/news/22861042/,Ocado subsidiary; Chuck platform
Berkshire Grey,berkshiregrey.com,Robotics,Robotics & Automation,Industrial Robotics,,4,2024,AI-powered picking for e-commerce; went private 2024,https://www.berkshiregrey.com/,AI picking; Massachusetts
Covariant,covariant.ai,Robotics,Robotics & Automation,Industrial Robotics,,3,2024,Amazon acquired key team/assets 2024; RFM foundation model,https://www.wired.com/amazon-covariant-robotics-deal/,Amazon acquisition context
Chang Robotics,changrobotics.com,Robotics,Robotics & Automation,Industrial Robotics,INVESTMENT_PLAN_ANNOUNCED,6,2025-04,$50M Chang Robotics Fund + expansion to fourth US operational site,https://www.roboticstomorrow.com/news/2025/04/28/chang-robotics-announces-major-us-manufacturing-push/,US manufacturing expansion; healthcare robotics
Orchard Robotics,orchardrobotics.ai,Robotics,Robotics & Automation,Industrial Robotics,FUNDING_LADDER,6,2025-09,$22M Series A (oversubscribed) for AI-based farming technology,https://pulse2.com/orchard-robotics-22-million-raised/,Agricultural robotics expansion
Canvas,canvas.build,Robotics,Robotics & Automation,Industrial Robotics,FUNDING_LADDER,6,2024-02,$24M Series B (Feb 2024); Suffolk strategic investment; drywall finishing,https://canvas.build/canvas-announces-24-million-series-b/,Construction robotics; Bay Area operations
Serve Robotics,serverobotics.com,Robotics,Robotics & Automation,Industrial Robotics,,4,2024,Last-mile delivery fleet; Uber partnership; NVIDIA-backed,https://www.serverobotics.com/,LA delivery robotics; Uber partnership
Toggle,togglerobotics.com,Robotics,Robotics & Automation,Industrial Robotics,,4,2024,Rebar assembly automation for construction,https://pitchbook.com/profiles/company/234150-13,Construction automation
Carbon Robotics,carbonrobotics.com,Robotics,Robotics & Automation,Industrial Robotics,,4,2024,LaserWeeder autonomous weeding technology,https://agfundernews.com/the-7-biggest-farm-robotics-deals-of-2024-so-far,Agricultural robotics; laser weeding
Verdant Robotics,verdantrobotics.com,Robotics,Robotics & Automation,Industrial Robotics,,4,2024,Precision agriculture; multi-action robots,https://agfundernews.com/the-7-biggest-farm-robotics-deals-of-2024-so-far,Agricultural robotics
Built Robotics,builtrobotics.com,Robotics,Robotics & Automation,Industrial Robotics,,4,2024,Autonomous construction equipment; AI guidance systems,https://www.constructiondive.com/news/ai-robotics-built-environment-funding-nymbl/,Construction autonomy
Iron Ox,ironox.com,Robotics,Robotics & Automation,Industrial Robotics,,4,2024,Indoor agriculture automation; AI-driven greenhouses,https://farmonaut.com/precision-farming/ag-robotics-ai-robotics-in-agriculture-2025-trends,Vertical farming automation
FarmWise,farmwise.io,Robotics,Robotics & Automation,Industrial Robotics,,3,2025,Taylor Farms acquisition (Apr 2025),https://www.creosyndicate.org/wp-content/uploads/edd/2025/07/2025_CREO_Agriculture_Robotics.pdf,Acquired by Taylor Farms
Figure AI,figure.ai,Robotics,Robotics & Automation,Industrial Robotics,FUNDING_LADDER,9,2024-2025,$675M Series B 2024 (Bezos/NVIDIA/Microsoft/OpenAI); $2.6B valuation; BMW manufacturing deployment; scaling production,https://en.wikipedia.org/wiki/Figure_AI,Your $675M raise and BMW deployment signal humanoid manufacturing at commercial scale
Neura Robotics,neura-robotics.com,Robotics,Robotics & Automation,Industrial Robotics,FUNDING_LADDER,8,2025,€120M Series B Jan 2025; international expansion; cognitive cobot leader; NVIDIA GTC featured,https://neura-robotics.com/company/,Your €120M raise positions you as the cognitive cobot leader for European manufacturing
RobCo,robco.de,Robotics,Robotics & Automation,Industrial Robotics,FUNDING_LADDER,8,2025,$100M Series C; AI robotics for manufacturing; US + Europe dominant position; production scaling,https://www.mmh.com/article/robotics_startup_robco_raises_100_million,Your $100M raise and modular platform scale AI robotics for US/European manufacturing
Collaborative Robotics,cobot.co,Robotics,Robotics & Automation,Industrial Robotics,FUNDING_LADDER,7,2024,$100M Series B led by General Catalyst; mobile manipulation cobots; warehouse + manufacturing focus,https://foundersnetwork.com/robotics-startups-see-funding-surge/,Your $100M raise and cobot platform address labor shortage in logistics and manufacturing
HD Hyundai Robotics,hyundai-robotics.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,8,2025-08,$144M raise for AI-powered robots; part of Hyundai $26B US investment,https://www.kedglobal.com/robotics/newsView/ked202508250006,Hyundai US investment; AI robotics expansion
Doosan Robotics,doosanrobotics.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,8,2025,Amsterdam Schiphol Airport deal; 60%+ revenue from Europe/US; K-Humanoid Alliance member,https://en.wikipedia.org/wiki/Doosan_Robotics,European expansion; airport automation
Rainbow Robotics,rainbow-robotics.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,8,2025-04,K-Humanoid Alliance founding member; KOSDAQ listed; bipedal humanoid development,https://koreajoongangdaily.joins.com/news/2025-04-10/business/economy/Korea-launches-alliance-to-become-top-player-in-humanoid-robotics-by-2030/2282394,Korean humanoid leader; KOSDAQ listed
Bear Robotics,bearrobotics.ai,Robotics,Robotics & Automation,International Robotics,,2025-01,LG Electronics acquiring majority stake; $600M valuation (Jan 2025),Event,9,https://techcrunch.com/2025/01/24/lg-electronics-takes-majority-stake-in-bear-robotics-reportedly-valuing-startup-at-600m/
Bone AI,bone.ai,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,8,2025-11,$12M raise (Nov 2025) for AI-powered defense robotics,https://techcrunch.com/2025/11/17/bone-ai-raises-funding-to-challenge-asias-defense-giants-with-next-gen-ai-powered-robotics/,Korean defense robotics startup
Universal Robots,universal-robots.com,Robotics,Robotics & Automation,International Robotics,,2024-05,$36M Odense cobot hub opened May 2024; 20000 sqm HQ with MiR; world's cobot leader,Event,9,https://www.universal-robots.com/news-and-media/news-center/universal-robots-and-mir-open-new-robotics-hub-in-denmark/
Mobile Industrial Robots (MiR),mobile-industrial-robots.com,Robotics,Robotics & Automation,International Robotics,,2024-05,$36M Odense hub with UR; merged AutoGuide; global AMR leader,Event,8,https://control.com/news/universal-robots-and-mobile-industrial-robots-open-up-joint-robotics-headquarters-in-denmark/
ABB Robotics,abb.com/robotics,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,9,2024-2025,$280M Sweden robotics hub investment; 50% capacity expansion; potential 2025 spinoff,https://new.abb.com/news/detail/107115/abb-to-invest-280-million-in-its-european-robotics-hub-in-sweden,Swedish hub expansion; potential spinoff
Exotec,exotec.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2025,Atlanta expansion 2025; UK and Munich offices; Poland first customer; 10 year anniversary,Event,8,https://hypepotamus.com/news/exotec-product-expansion-2025/
Agile Robots,agile-robots.com,Robotics,Robotics & Automation,International Robotics,,2025-11,Acquired Thyssenkrupp Automation Engineering + Franka Emika; $1B+ unicorn; Agile One humanoid,Event,9,https://www.munich-startup.de/en/115059/agile-robots-takeover-thyssenkrupp-automation-engineering/
Comau,comau.com,Robotics,Robotics & Automation,International Robotics,,2025-12,€50M EIB investment (Dec 2025) for R&D in robotics and digital technologies,Event,8,https://roboticsandautomationnews.com/2025/12/26/european-investment-bank-invests-e50-million-into-comau/
Stäubli,staubli.com,Robotics,Robotics & Automation,International Robotics,,2025-12,US operations consolidation; 350 US employees; streamlining for expansion,Event,7,https://www.roboticstomorrow.com/news/2025/12/16/staeubli-to-merge-us-operations-into-one-legal-entity/25925/
CMR Surgical,cmrsurgical.com,Robotics,Robotics & Automation,International Robotics,,2025-06,Exploring $4B sale (June 2025); FDA clearance for Versius Plus (Dec 2025); US expansion,Event,8,https://thespinemarketgroup.com/cmr-surgical-considers-potential-4-billion-sale-amid-global-expansion-of-versius-robot/
Kinova,kinova.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2022,$60M funding (2022); Link 6 industrial cobot; medical and industrial focus,Event,7,https://www.prnewswire.com/news-releases/kinova-raises-60-million-in-new-financing/
Techman Robot,tm-robot.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2024,Leading Taiwanese cobot maker; integrated vision systems; Quanta Computer subsidiary,Tailwind,7,https://www.marketresearchfuture.com/reports/taiwan-robotics-market/companies
SwarmFarm Robotics,swarmfarm.com,Robotics,Robotics & Automation,International Robotics,,2025-10,$30M Series B (Oct 2025); US expansion; new Queensland factory (2025),Event,9,https://roboticsandautomationnews.com/2025/10/02/swarmfarm-robotics-raises-30-million-to-scale-farm-bot-fleet-and-expand-into-north-america/95107/
LionsBot,lionsbot.com,Robotics,Robotics & Automation,International Robotics,,2025-04,$20.6M raise (April 2025); SGD $12M factory (SE Asia largest); 30+ countries,Event,8,https://www.asiatechlens.com/p/singapore-robots-global-expansion
Telexistence,tx-inc.com,Robotics,Robotics & Automation,International Robotics,,2025-09,Seven-Eleven Japan partnership (Sept 2025) for humanoid robots in 20000 stores,Event,9,https://tx-inc.com/en/
Addverb Technologies,addverb.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2022,$132M from Reliance (54% stake); Silicon Valley R&D center; billion-dollar target in 5 years,Event,8,https://addverb.com/press-release/reliance-retail-backed-addverb-technologies-aims-to-become-a-billion-dollar-company-in-five-years/
Robotics Plus,roboticsplus.co.nz,Robotics,Robotics & Automation,International Robotics,,2025-02,Acquired by Yamaha Agriculture (Feb 2025); apple packing and orchard robots,Event,7,https://www.cbinsights.com/company/robotics-plus
FANUC,fanuc.com,Robotics,Robotics & Automation,International Robotics,OEM_PARTNER,6,2024,11% global market share; CRX cobots; AI collaboration with Fingervision,https://www.visualcapitalist.com/the-worlds-top-industrial-robotics-companies-by-market-share/,Japanese industrial robot leader
Yaskawa Electric,yaskawa.co.jp,Robotics,Robotics & Automation,International Robotics,,6,2024,8% global market share; Astellas Pharma cell therapy MOU (2024),https://vocal.media/theSwamp/japan-robotics-market-size-and-forecast-2025-2033,Pharmaceutical robotics partnership
Kawasaki Robotics,kawasakirobotics.com,Robotics,Robotics & Automation,International Robotics,,5,2024,8% global market share; heavy industry focus; duAro cobots,https://www.visualcapitalist.com/the-worlds-top-industrial-robotics-companies-by-market-share/,Japanese industrial giant
Mitsubishi Electric,mitsubishielectric.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,6,2024-05,Strategic investment in Realtime Robotics (May 2024) for motion planning,https://www.credenceresearch.com/report/warehouse-robotics-market,Motion planning investment; factory automation
Preferred Networks,preferred.jp,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2024,AI unicorn; Preferred Robotics spin-off; deep learning for industrial robotics,Tailwind,6,https://www.nucamp.co/blog/coding-bootcamp-japan-jpn-japans-top-10-startups-that-tech-professionals-should-watch-out-for-in-2024
Eureka Robotics,eurekarobotics.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2024,NTU/MIT/UTokyo research spinout; high-accuracy high-agility robots,Tailwind,6,https://techcollectivesea.com/2025/02/14/robotics-startups-southeast-asia-2025/
HIWIN,hiwin.tw,Robotics,Robotics & Automation,International Robotics,,5,2024,Ball screws linear guides; precision micro robots for medical/scientific,https://www.marketresearchfuture.com/reports/taiwan-robotics-market/companies,Taiwanese precision components
Delta Electronics,deltaww.com,Robotics,Robotics & Automation,International Robotics,,5,2024,Industrial robots and automation; smart manufacturing solutions,https://www.market-prospects.com/articles/taiwan-s-strategic-shift-toward-smart-manufacturing-opportunities-for-global-buyers-and-local-innovators,Taiwanese automation giant
Flexiv,flexiv.com,Robotics,Robotics & Automation,International Robotics,,2024-05,Unicorn ($1B+) since 2022; Siemens collaboration (May 2024); Rizon robot,Event,6,https://en.wikipedia.org/wiki/Flexiv
1X Technologies,1x.tech,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2024,NEO humanoid robot; OpenAI partnership,Tailwind,6,https://siliconcanals.com/european-robotics-companies-to-watch-in-2025/
Franka Robotics,franka.de,Robotics,Robotics & Automation,International Robotics,,2024-03,Acquired by Agile Robots (2023); production ramped in Kaufbeuren (Mar 2024),Event,5,https://franka.de/news/agile-robots-ramps-up-production-of-franka-robots-in-kaufbeuren
PAL Robotics,pal-robotics.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2024,European humanoid leader; TIAGO and TIAGo robots; R&D focus,Tailwind,5,https://www.robot-magazine.fr/en/the-robotics-market-in-spain-growth-innovation-and-global-ambitions/
Robotnik,robotnik.eu,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2024,Indoor/outdoor mobile robots; European AMR player,Tailwind,5,https://tracxn.com/d/explore/industrial-robotics-startups-in-spain/__AlisTT9OisX6tlAYQyqJ6153nos40CCSMv2u_G_1RB8/companies
Lely,lely.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2024,Astronaut milking robots; dairy automation leader,Tailwind,5,https://tracxn.com/d/explore/robotics-in-agriculture-startups-in-netherlands/__R1hYGGrmidECAjHV_3B6u9sMaz51bDpCvIaeLHZVyEQ/companies
MX3D,mx3d.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2024,Robotic metal 3D printing; Amsterdam bridge project,Event,5,https://tracxn.com/d/explore/industrial-robotics-startups-in-netherlands/__yscOYWtWD0n858YVHx5lYP9O1yGjEUVtVhGhCCkmCuE/companies
ROCSYS,rocsys.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2024,Autonomous EV charging robots; Shell partnership,Event,6,https://tracxn.com/d/explore/industrial-robotics-startups-in-netherlands/__yscOYWtWD0n858YVHx5lYP9O1yGjEUVtVhGhCCkmCuE/companies
Robotiq,robotiq.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2024,Collaborative robot grippers and sensors; UR ecosystem,Tailwind,5,https://waterloo.youngengineers.org/blog/top-canadian-robotics-companies/
Clearpath/OTTO Motors,ottomotors.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2023,Acquired by Rockwell Automation for ~$600M (2023); OTTO industrial AMRs,Event,5,https://betakit.com/rockwell-automation-completes-acquisition-of-clearpath-robotics-and-its-otto-motors-division/
GreyOrange,greyorange.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2024,AI-driven warehouse robots; global operations; clients include Flipkart Walmart Decathlon,Tailwind,5,https://startupmagazine.in/top-10-robotics-startups-in-india/
Scott Technology,scottautomation.com,Robotics,Robotics & Automation,International Robotics,,5,2024,Industrial automation for mining and meat processing; NZX listed,https://tracxn.com/d/explore/robotics-industry-applications-startups-in-new-zealand/__jP89nbyDnvQ_EK_cbKdUqv9NZu1V7-lMvGqhbONT5ys/companies,NZ industrial automation
Automata,automata.tech,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2024,Lab automation robots; life sciences focus,Tailwind,5,https://tracxn.com/d/explore/robotics-in-healthcare-startups-in-uk-ireland/__MvW_JDbHxB2h1t1chRbd5wGCRmRRKdf7Lr2JAc-2e8Q/companies
Open Bionics,openbionics.com,Robotics,Robotics & Automation,International Robotics,INVESTMENT_PLAN_ANNOUNCED,2024,Hero Arm prosthetics; 3D printed bionic limbs,Tailwind,5,https://tracxn.com/d/explore/robotics-in-healthcare-startups-in-uk-ireland/__MvW_JDbHxB2h1t1chRbd5wGCRmRRKdf7Lr2JAc-2e8Q/companies
LG Energy Solution,lgensol.com,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,10,2025,$5.5B Arizona complex (cylindrical EV + LFP ESS); $3B Michigan expansion 5x capacity; Holland LFP plant open Jun 2025,https://news.lgensol.com/company-news/press-releases/2592/,Arizona + Michigan mega-investments; US ESS cell leader
SK On,skon.com,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,2025,$12B US investment; Georgia 2.7M sqft/22 GWh; Kentucky BlueOval plants producing Aug 2025; ramping LFP,Event,9,https://www.batterytechonline.com/battery-manufacturing/rob-schnell-sk-on-s-12-billion-investment-underscores-us-commitment-
Samsung SDI,samsungsdi.com,Energy,Battery Storage,Battery Manufacturing,CONTRACT_WIN,9,2025,$3.5B Indiana GM JV (27-36 GWh); Stellantis Kokomo plant; pivoting to LFP ESS; $1.4B+ ESS contract,https://www.samsungsdi.com/sdi-now/sdi-news/3942.html,Indiana EV plants + ESS pivot; 30 GWh ESS ramp by 2026
Panasonic Energy,na.panasonic.com/us/energy,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,9,2025-07,Kansas De Soto factory opened Jul 2025; Nevada 38 GWh; 19B+ cells to Tesla; 2170 format leader,https://energy.na.panasonic.com/news/powering-progress-panasonics-new-ev-battery-facility,Kansas factory opens; Tesla primary supplier
Tesla Energy,tesla.com/megapack,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,10,2025,40 GWh Lathrop Megafactory; 10000th Megapack Nov 2024; $150M+ Texas expansion 2026; 31.4 GWh deployed 2024,https://www.tesla.com/megafactory,Lathrop + Texas expansion; grid storage leader
Fluence Energy,fluenceenergy.com,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,8,2025,Arizona manufacturing open; Houston thermal; $700M US investment; 1200+ jobs; 2.2 GWh Excelsior deal,https://ir.fluenceenergy.com/news-releases/news-release-details/fluence-expands-us-manufacturing-footprint-enclosure-and-battery,Multi-site US manufacturing; Siemens/AES heritage
Form Energy,formenergy.com,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,2025,$405M Series F; Weirton WV 550K sqft factory; GE Vernova partnership; expansion by end 2025,Event,8,https://www.utilitydive.com/news/iron-air-battery-developer-long-duration-storage-form-energy-collaboration-ge-vernova/730633/
Ford Energy,ford.com,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,8,2025-2026,$2B BlueOval Battery Park Marshall; pivoting to grid/data center; 20 GWh capacity; CATL LFP tech,https://finance.yahoo.com/news/ford-starting-battery-storage-business-211745514.html,Data center + grid storage pivot with CATL tech
QuantumScape,quantumscape.com,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,8,2025,QSE-5 pilot line launching; Cobra process integrated Jun 2025; Volkswagen sales 2026,https://www.electrive.com/2025/12/10/solid-state-batteries-quantumscape-ready-to-launch-its-pilot-line/,Solid-state breakthrough; VW partnership
Stryten Energy,stryten.com,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,2025,Expanding to 24 GW US capacity (+10 GW); 11 US manufacturing sites,Event,7,https://pv-magazine-usa.com/2025/04/01/stryten-energy-ramps-up-its-u-s-battery-manufacturing-capacity-to-24-gw/
Gotion High-Tech,gotion.com,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,7,2024-2025,$2B Manteno IL plant producing late 2024; 10 GWh packs + 40 GWh cells; Michigan plant cancelled Oct 2025,https://evxl.co/2025/10/25/gotion-abandons-2-4-billion-michigan-battery-plant/,Illinois producing; Michigan cancelled
Eos Energy,eose.com,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,7,2024-2025,$353M DOE loan; Turtle Creek automation expansion; HQ move to Pittsburgh; 735 jobs,https://dced.pa.gov/newsroom/governor-shapiro-secures-nearly-353-million-investment-from-eos-energy/,DOE-backed zinc battery expansion
Powin/FlexGen,powin.com,Energy,Battery Storage,Battery Manufacturing,,2024-2025,17 GWh deployed globally; 7.3 GWh delivered 2024; 27 new sites; acquired by FlexGen 2025,Event,6,https://powin.com/watts-new-february-2025/
CATL,catl.com,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,5,2024-2025,38% global EV market share; Stellantis Zaragoza JV €4.1B; US supplier only (no factory),https://en.wikipedia.org/wiki/CATL,World's largest; no US manufacturing
BYD,byd.com,Energy,Battery Storage,Battery Manufacturing,,5,2024-2025,17% global EV market share; Blade battery; no US manufacturing,https://cnevpost.com/2025/11/05/global-ev-battery-market-share-jan-sept-2025/,#2 global; no US production
CALB,calb.tech,Energy,Battery Storage,Battery Manufacturing,,4,2024-2025,4.8% global share; #4 globally; no US manufacturing,https://cnevpost.com/2025/11/05/global-ev-battery-market-share-jan-sept-2025/,Rising Chinese player; no US plans
EVE Energy,evebattery.com,Energy,Battery Storage,Battery Manufacturing,,4,2024-2025,2.7% global share; BMW partnership; no US manufacturing,https://cnevpost.com/2025/11/05/global-ev-battery-market-share-jan-sept-2025/,Growing Chinese player
Sungrow,sungrowpower.com,Energy,Battery Storage,Battery Manufacturing,,5,2025,40-50 GWh 2025 shipments target; ESS revenue surpassed inverters; Hong Kong listing planned,https://www.energy-storage.news/sungrows-q3-revenue-net-profit-and-shipments-soar/,Major deployer; no US manufacturing
Microvast,microvast.com,Energy,Battery Storage,Battery Manufacturing,,5,2025,Texas HQ; commercial vehicle focus; solid-state breakthrough Jan 2025,https://www.businesswire.com/news/home/20250109553921/en/Microvast-Announces-Breakthrough-in-True-All-Solid-State-Battery-Technology,US HQ; commercial EV batteries
Solid Power,solidpowerbattery.com,Energy,Battery Storage,Battery Manufacturing,OEM_PARTNER,6,2026-02,BMW partnership; sulfide solid electrolyte; expanding electrolyte capacity 150% to 75 metric tons by 2026,https://www.solidpowerbattery.com/,Solid-state development; capacity expansion underway
EnerVenue,enervenue.com,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,2024,$300M+ raised; US gigafactory planned; RWE pilot,Event,5,https://enervenue.com/
Peak Energy,peakenergy.com,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,2025,First US grid-scale sodium-ion; 9 utility pilots,Event,5,https://www.peakenergy.com/
ESS Inc.,essinc.com,Energy,Battery Storage,Battery Manufacturing,,4,2024,$50M EXIM grant for expansion,https://essinc.com/,Iron flow batteries; EXIM backed
Energy Vault,energyvault.com,Energy,Battery Storage,Battery Manufacturing,,5,2024,18 MW/36 MWh Texas gravity project with Enel; first Western gravity storage,https://www.pv-magazine.com/2024/05/22/enel-energy-vault-build-18-mw-36-mwh-of-us-gravity-storage/,Gravity storage pioneer; Texas project
Enovix,enovix.com,Energy,Battery Storage,Battery Manufacturing,INVESTMENT_PLAN_ANNOUNCED,5,2024-2025,$1.2B Malaysia factory; 2000%+ revenue growth Q3 2024; 100% silicon anode,https://americanli-ion.com/news/leading-american-companies-in-battery-tech/,Silicon anode breakthrough; Malaysia production
