company_name,company_slug,website,current_signal_code,signal_date,signal_text,source_url,valid_signal_code,action
Monolithic Power Systems,monolithic-power-systems,monolithicpower.com,,,,,,
Moog Inc,moog-inc,https://moog.com,,,,,,
Morpheus Space,morpheus-space,https://morpheus-space.com,new_facility,2025-01-01,$15M strategic investment (Feb 2026); Reloaded Facility expansion in Dresden; targeting 100 units,https://www.prnewswire.com/news-releases/morpheus-space-secures-a-15-million-strategic-investment-to-accelerate-mass-production-expansion-302678253.html,,DELETE
MP Materials,mp-materials,https://mpmaterials.com/,,,,,,
Muon Space,muon-space,https://muonspace.com,new_facility,2025-01-01,"$146M Series B (June 2025); new 70,000 sq ft facility (10x expansion); acquired Starlight propulsion",https://www.prnewswire.com/news-releases/muon-space-completes-146-million-series-b-to-scale-satellite-constellations-for-defense-and-commercial-missions-302479524.html,,DELETE
NanoAvionics,nanoavionics,https://nanoavionics.com,,,,,,
Nanya Technology,nanya-technology,nanya.com,,,,,,
Nel ASA,nel-asa,nelhydrogen.com,new_facility,2025-01-01,Acquired Green Hydrogen Systems assets Jun 2025; alkaline + PEM technology; scaling production,https://www.marketsandmarkets.com/ResearchInsight/electrolyzers-market.asp,,DELETE
NeoVolta,neovolta,https://neovolta.com/,,,,,,
Neura Robotics,neura-robotics,https://neura-robotics.com/,new_facility,2025-01-01,€120M Series B for cognitive robots in logistics/care/manufacturing; US market expansion planned,https://www.marionstreetcapital.com/insights/the-robotics-industry-funding-landscape-2025,,DELETE
Neurogene,neurogene,https://neurogene.com,investment_plan_announced,2024-11-01,State-of-the-art in-house facility in Houston; NGN-401 for Rett syndrome advancing toward pivotal,https://www.biospace.com/press-releases/neurogene-reports-third-quarter-2024-financial-results-and-highlights-recent-updates,INVESTMENT_PLAN_ANNOUNCED,KEEP
Newcleo,newcleo,newcleo.com,,,,,,
Nexans,nexans,nexans.com,,,,,,
NextEra Energy Resources,nextera-energy-resources,https://www.nexteraenergyresources.com/,,,,,,
Nextracker,nextracker,nextracker.com,new_facility,2025-01-01,28.5 GW shipped 2024; 100 GW cumulative milestone; US manufacturing; 35 GW annual capacity across 6 ,https://www.globenewswire.com/news-release/2025/11/04/3180573/0/en/Solar-Tracker-Market-to-Reach-US-32-43-Billion-by-2033-Astute-Analytica.html,,DELETE
NGK-Locke,ngk-locke,ngk-locke.com,,,,,,
Niagara Power Transformer,niagara-power-transformer,niagarapowertransformer.com,,,,,,
Nikola,nikola,nikolamotor.com,,,,,,
Niron Magnetics,niron-magnetics,https://www.nironmagnetics.com/,,,,,,
Nordson Electronics,nordson-electronics,nordson.com,,,,,,
Northrop Grumman,northrop-grumman,https://northropgrumman.com,,,,,,
Nova Ltd,nova-ltd,novami.com,,,,,,
Novartis Cell Therapy,novartis-cell-therapy,https://novartis.com,expansion_announcement,2026-02-14,Signal detected,https://www.novartis.com/,,DELETE
NovaTech Automation,novatech-automation,novatechautomation.com,,,,,,
Noveon Magnetics,noveon-magnetics,https://noveon.co/,new_facility,2025-01-01,$215M Series C led by OneIM ($200M) to expand US rare earth magnet manufacturing capacity,https://www.prnewswire.com/news-releases/noveon-magnetics-completes-215-million-series-c-to-expand-us-rare-earth-magnet-manufacturing-capacity-302664196.html,,DELETE
NuScale Power,nuscale-power,nuscalepower.com,,,,,,
NVIDIA,nvidia,nvidia.com,new_facility,2025-01-01,$374M Santa Clara campus purchase 2024; 324K sqft new facility May 2025; $4.5T market cap,https://www.credaily.com/briefs/nvidia-expansion-drives-silicon-valley-office-growth-amid-ai-boom/,,DELETE
Oceaneering,oceaneering,https://www.oceaneering.com/,,,,,,
OHB System,ohb-system,https://ohb.de,,,,,,
Ohmium,ohmium,ohmium.com,new_facility,2025-01-01,$250M Series C from TPG; modular PEM systems; rapid production ramp,https://pubs.acs.org/doi/10.1021/cen-10115-buscon7,,DELETE
Oklo,oklo,oklo.com,new_facility,2025-01-01,12 GW Switch data center deal through 2044; Idaho plant groundbreaking Sept 2025; $2B fuel developme,https://en.wikipedia.org/wiki/Oklo_Inc.,,DELETE
Oklo,oklo,oklo.com,new_facility,2025-01-01,12 GW Switch data center deal through 2044; Idaho plant groundbreaking Sept 2025; $2B fuel developme,https://en.wikipedia.org/wiki/Oklo_Inc.,,DELETE
Olsun Electrics,olsun-electrics,olsun.com,,,,,,
ON Semiconductor,on-semiconductor,onsemi.com,new_facility,2025-01-01,SiC fab expansion South Korea completed; US CHIPS funding for SiC epitaxial expansion,https://www.semiconductors.org/chip-supply-chain-investments/,,DELETE
ON Semiconductor,on-semiconductor,onsemi.com,new_facility,2025-01-01,SiC fab expansion South Korea completed; US CHIPS funding for SiC epitaxial expansion,https://www.semiconductors.org/chip-supply-chain-investments/,,DELETE
Onto Innovation,onto-innovation,ontoinnovation.com,,,,,,
Orbex,orbex,https://orbex.space,new_facility,2025-01-01,£20M UK government investment (Jan 2025); London base + Scotland HQ expansion,https://www.scotsman.com/business/all-systems-go-for-ground-breaking-rocket-launch-after-scotlands-orbex-secures-ps20m-boost-4964379,,DELETE
Orbion Space Technology,orbion-space-technology,https://orbionspace.com,,,,,,
Orbit Fab,orbit-fab,https://orbitfab.com,new_facility,2025-01-01,$28.5M Series A; expanding manufacturing; 3 launches for US government 2025; UK £2M investment,https://www.orbitfab.com/news/uk-refueling-innovation/,,DELETE
Orbital Assembly,orbital-assembly,https://orbitalassembly.com,,,,,,
Orbital Composites,orbital-composites,https://www.orbitalcomposites.com/,,,,,,
Orbital Sidekick,orbital-sidekick,https://orbitalsidekick.com,,,,,,
Orbital Therapeutics,orbital-therapeutics,https://orbitaltx.com,,,,,,
Ormazabal,ormazabal,ormazabal.com,,,,,,
OroraTech,ororatech,https://ororatech.com,,,,,,
OSI (Open Systems International),osi-open-systems-international,osii.com,,,,,,
Paragraf,paragraf,paragraf.com,,,,,,
Park Aerospace,park-aerospace,https://parkaerospace.com/,new_facility,2025-01-01,$50M Midwest plant expansion to double capacity - LOCATION TBD,https://seekingalpha.com/news/4538969-park-aerospace-plans-50m-manufacturing-expansion-to-double-capacity-as-demand-surges,,DELETE
Passage Bio,passage-bio,https://passagebio.com,expansion_announcement,2026-02-14,Signal detected,https://www.globenewswire.com/news-release/2020/12/16/2146113/0/en/Passage-Bio-Announces-Gene-Therapy-Manufacturing-Research-and-Development-Site.html,,DELETE
PDF Solutions,pdf-solutions,pdf.com,,,,,,
Peak Energy,peak-energy,https://www.peakenergy.com/,,,,,,
Perkins Engines,perkins-engines,perkins.com,,,,,,
Photronics,photronics,photronics.com,,,,,,
Pixxel,pixxel,https://pixxel.space,,,,,,
Planet Labs,planet-labs,https://planet.com,new_facility,2025-01-01,New Berlin satellite manufacturing facility (Sept 2025); doubling Pelican production capacity,https://www.businesswire.com/news/home/20250925738688/en/Planet-to-Open-New-Satellite-Manufacturing-Facility-in-Berlin,,DELETE
Plasma-Therm,plasma-therm,plasmatherm.com,,,,,,
Plug Power,plug-power,plugpower.com,new_facility,2025-01-01,95+ MW electrolyzer capacity delivered; 100MW Galp Portugal project; Georgia + Tennessee production ,https://www.plugpower.com/plug-power-2025-a-year-of-momentum-milestones-and-meaningful-progress/,,DELETE
Plug Power,plug-power,plugpower.com,new_facility,2025-01-01,95+ MW electrolyzer capacity delivered; 100MW Galp Portugal project; Georgia + Tennessee production ,https://www.plugpower.com/plug-power-2025-a-year-of-momentum-milestones-and-meaningful-progress/,,DELETE
Polar Semiconductor,polar-semiconductor,polarsemi.com,,,,,,
Polaris Sensor Technologies,polaris-sensor-technologies,https://www.polarissensor.com/,,,,,,
Poseida Therapeutics (Roche),poseida-therapeutics-roche,https://poseida.com,expansion_announcement,2026-02-14,Signal detected,https://poseida.com/,,DELETE
Powell Industries,powell-industries,powellind.com,,,,,,
Powertech Technology (PTI),powertech-technology-pti,pti.com.tw,new_facility,2025-10-01,Powertech $1B Panel Packaging Expansion,https://www.digitimes.com/news/a20251029PD215/pti-foplp-packaging-expansion-testing.html,,DELETE
Powertech Technology (PTI),powertech-technology-pti,pti.com.tw,new_facility,2025-01-01,$1B FOPLP expansion by 2026; 6000-7000 WPM capacity; panel-level packaging leader; full bookings,https://www.digitimes.com/news/a20251029PD215/pti-foplp-packaging-expansion-testing.html,,DELETE
Powin,powin,https://powin.com/,,,,,,
PPC Insulators,ppc-insulators,ppcinsulators.com,,,,,,
Pratt & Whitney Power Systems,pratt-whitney-power-systems,pwps.com,,,,,,
Preformed Line Products,preformed-line-products,plp.com,,,,,,
Privateer,privateer,https://privateer.com,,,,,,
Prolec GE,prolec-ge,prolec.energy,new_facility,2025-01-01,$140M North Carolina facility 2025 doubling capacity; acquired SPX Waukesha; 144K sqft NC plant,https://finance.yahoo.com/news/u-transformers-industry-research-report-080100983.html,,DELETE
Prolec GE,prolec-ge,prolec.energy,new_facility,2025-01-01,$140M North Carolina facility 2025 doubling capacity; acquired SPX Waukesha; 144K sqft NC plant,https://finance.yahoo.com/news/u-transformers-industry-research-report-080100983.html,,DELETE
Prysmian Group,prysmian-group,prysmian.com,,,,,,
Purespring Therapeutics,purespring-therapeutics,https://purespringtx.com,expansion_announcement,2026-02-14,Signal detected,https://purespringtx.com/,,DELETE
Qualcomm,qualcomm,qualcomm.com,,,,,,
Quilty Analytics,quilty-analytics,https://quiltyanalytics.com,,,,,,
Radiant Industries,radiant-industries,radiantnuclear.com,,,,,,
Rapidus,rapidus,rapidus.inc,new_facility,2025-07-01,Rapidus First 2nm Chips July 2025,https://en.wikipedia.org/wiki/Rapidus,,DELETE
Rapidus,rapidus,rapidus.inc,new_facility,2025-01-01,$5.4B subsidies FY2025; first 2nm GAA transistors Jul 2025; mass production 2027 target,https://en.wikipedia.org/wiki/Rapidus,,DELETE
Raytheon,raytheon,https://www.rtx.com/,,,,,,
RBC Signals,rbc-signals,https://rbcsignals.com,,,,,,
Rebellions,rebellions,rebellions.ai,new_facility,2025-01-01,$250M Series C; ARM + Samsung backed; mass production accelerating,https://rebellions.ai/newsroom/rebellions-raises-250-million-to-advance-the-next-generation-ai-infrastructure-backed-by-arm-and-samsung/,,DELETE
REC Group,rec-group,recgroup.com,,,,,,
Redwire,redwire,https://redwirespace.com,,,,,,
Redwood Materials,redwood-materials,https://redwoodmaterials.com,new_facility,2024-07-30,Redwood Materials Breaks Ground on South Carolina Campus,https://redwoodmaterials.com/news,,DELETE
REEtec,reetec,https://reetec.no/,,,,,,
REGENXBIO,regenxbio,https://regenxbio.com,regulatory_milestone,2026-01-11,RGX-121 PDUFA Feb 8 2026; fully in-house end-to-end capabilities; single facility,https://www.prnewswire.com/news-releases/regenxbio-highlights-key-2026-catalysts-and-announces-positive-long-term-functional-outcomes-in-lead-duchenne-gene-therapy-program-302657988.html,REGULATORY_MILESTONE,KEEP
Rehlko (Kohler Energy),rehlko-kohler-energy,rehlko.com,new_facility,2025-01-01,Rebranded from Kohler Energy Sep 2024; Mosel WI site redesigned; expanding industrial generators; Mi,https://www.rehlko.com/kohler-energy-is-now-rehlko,,DELETE
Rehlko (Kohler Energy),rehlko-kohler-energy,rehlko.com,new_facility,2025-01-01,Rebranded from Kohler Energy Sep 2024; Mosel WI site redesigned; expanding industrial generators; Mi,https://www.rehlko.com/kohler-energy-is-now-rehlko,,DELETE
Relativity Space,relativity-space,https://relativityspace.com,new_facility,2025-01-01,Flight production started; new horizontal integration facility at launch site; SES contract expansio,https://www.relativityspace.com/press-release/2025/3/7/rycbar123,,DELETE
Renesas Electronics,renesas-electronics,renesas.com,new_facility,2025-01-01,Kofu fab reopened for power semis 2024; SiC production end 2024; acquired Transphorm GaN,https://www.datacenterdynamics.com/en/news/renesas-reopens-previously-shuttered-japanese-chip-fab/,,DELETE
Renesas Electronics,renesas-electronics,renesas.com,new_facility,2025-01-01,Kofu fab reopened for power semis 2024; SiC production end 2024; acquired Transphorm GaN,https://www.datacenterdynamics.com/en/news/renesas-reopens-previously-shuttered-japanese-chip-fab/,,DELETE
Replimune,replimune,https://replimune.com,regulatory_milestone,2026-02-01,RP1 BLA resubmitted for advanced melanoma; single in-house manufacturing facility,https://ir.replimune.com/news-releases/news-release-details/replimune-receives-complete-response-letter-fda-rp1-biologics,REGULATORY_MILESTONE,KEEP
RobCo,robco,https://www.robco.de/,new_facility,2025-01-01,$100M Series C + US expansion (SF HQ + Austin manufacturing),https://theaiinsider.tech/2026/01/30/robco-raises-100m-in-series-c-funding-to-scale-its-autonomous-industrial-robotics-platform/,,DELETE
Rocket Factory Augsburg,rocket-factory-augsburg,https://rfa.space,,,,,,
Rocket Lab,rocket-lab,https://rocketlabusa.com,new_facility,2025-01-01,New Space Structures Complex in Baltimore County MD; expanded semiconductor manufacturing (Aug 2025),https://www.businesswire.com/news/home/20250822243590/en/Rocket-Lab-Announces-Expanded-U.S.-Investments-for-National-Security-Programs-and-Semiconductor-Manufacturing,,DELETE
Rocket Lab,rocket-lab,https://rocketlabusa.com,new_facility,2025-01-01,New Space Structures Complex in Baltimore County MD; expanded semiconductor manufacturing (Aug 2025),https://www.businesswire.com/news/home/20250822243590/en/Rocket-Lab-Announces-Expanded-U.S.-Investments-for-National-Security-Programs-and-Semiconductor-Manufacturing,,DELETE
Rocket Pharmaceuticals,rocket-pharmaceuticals,https://rocketpharma.com,regulatory_milestone,2025-10-01,Kresladi BLA resubmitted; PDUFA Q1 2026; in-house manufacturing at NJ facility,https://ir.rocketpharma.com/news-releases/news-release-details/rocket-pharmaceuticals-announces-buildout-rd-and-manufacturing,REGULATORY_MILESTONE,KEEP
Rockwell Automation,rockwell-automation,https://www.rockwellautomation.com/,expansion_announcement,2026-02-06,1M sqft greenfield manufacturing facility announced,https://dailyreporter.com/2026/02/06/rockwell-automation-new-berlin-facility/,,DELETE
Rockwell Automation,rockwell-automation,https://www.rockwellautomation.com/,expansion_announcement,2026-02-06,1M sqft greenfield manufacturing facility announced,https://dailyreporter.com/2026/02/06/rockwell-automation-new-berlin-facility/,,DELETE
Rogue Space Systems,rogue-space-systems,https://rogue.space,,,,,,
Rohm Semiconductor,rohm-semiconductor,rohm.com,new_facility,2025-01-01,Largest facility to start end 2024; SiC production expansion; acquired Solar Frontier fab,https://www.eenewseurope.com/en/rohm-buys-japanese-fab-for-sic-boost/,,DELETE
Rolls-Royce MTU,rolls-royce-mtu,mtu-solutions.com,,,,,,
Rolls-Royce SMR,rolls-royce-smr,rolls-royce-smr.com,,,,,,
S&C Electric,s-c-electric,sandc.com,,,,,,
Sabre Industries,sabre-industries,sabreindustries.com,,,,,,
Samsung Foundry,samsung-foundry,samsung.com/semiconductor,,,,,,
Samsung SDI America,samsung-sdi-america,https://www.samsungsdi.com/,,,,,,
Sangamo Therapeutics,sangamo-therapeutics,https://sangamo.com,regulatory_milestone,2025-12-01,ST-920 BLA rolling submission Dec 2025 for Fabry disease; in-house Brisbane facility + Thermo CDMO,https://investor.sangamo.com/news-releases/news-release-details/sangamo-announces-strategic-investment-manufacturing-and,REGULATORY_MILESTONE,KEEP
Sarepta Therapeutics,sarepta-therapeutics,https://sarepta.com,expansion_announcement,2026-02-14,Signal detected,https://investorrelations.sarepta.com/news-releases/news-release-details/sarepta-therapeutics-opens-genetic-therapies-center-excellence,,DELETE
Satellogic,satellogic,https://satellogic.com,,,,,,
Satrec Initiative,satrec-initiative,https://satreci.com,,,,,,
Schneider Electric,schneider-electric,se.com,,,,,,
Scout Space,scout-space,https://scout.space,,,,,,
SCREEN Semiconductor Solutions,screen-semiconductor-solutions,screen.co.jp,,,,,,
Sediver,sediver,sediver.com,,,,,,
SEL (Schweitzer Engineering),sel-schweitzer-engineering,selinc.com,,,,,,
Serve Robotics,serve-robotics,https://www.serverobotics.com/,,,,,,
Shin-Etsu Chemical,shin-etsu-chemical,shinetsu.com,,,,,,
Shinkawa (Yamaha),shinkawa-yamaha,yamaha-robotics.com/shinkawa,,,,,,
Shinko Electric Industries,shinko-electric-industries,shinko.co.jp,new_facility,2025-01-01,BGA substrate expansion; AI server revenue 3x FY2023; Fujitsu subsidiary,https://www.digitimes.com/news/a20241105PD208/demand-ibiden-ic-substrate-shinko-electric-2024.html,,DELETE
Sidus Space,sidus-space,https://sidusspace.com,,,,,,
Siemens Energy,siemens-energy,siemens-energy.com,expansion_announcement,2026-02-03,$300M Mississippi + Houston expansion for grid components,https://www.supertalk.fm/siemens-mississippi/,,DELETE
Siemens Energy,siemens-energy,siemens-energy.com,new_facility,2025-01-01,US transformer factory expansion; dry-transformer facilities; grid solutions growth,https://www.npcelectric.com/news/transformer-market-2025-performance-and-2026-outlook.html,,DELETE
Siemens Energy,siemens-energy,siemens-energy.com,expansion_announcement,2026-02-03,$300M Mississippi + Houston expansion for grid components,https://www.supertalk.fm/siemens-mississippi/,,DELETE
Sierra Space,sierra-space,https://sierraspace.com,,,,,,
Silfab Solar,silfab-solar,silfabsolar.com,new_facility,2025-01-01,Burlington WA + Fort Mill SC facilities; 1.3 GW combined capacity; North American focused,https://silfabsolar.com/our-story/,,DELETE
Silfab Solar,silfab-solar,silfabsolar.com,new_facility,2025-01-01,Burlington WA + Fort Mill SC facilities; 1.3 GW combined capacity; North American focused,https://silfabsolar.com/our-story/,,DELETE
Siltronic,siltronic,siltronic.com,new_facility,2025-01-01,EUR 136M Germany expansion; Burghausen + Freiberg; 225 new jobs; new 300mm Freiberg plant,https://www.siltronic.com/en/press/press-releases/siltronic-expands-300-mm-production-in-germany.html,,DELETE
Siren Biotechnology,siren-biotechnology,https://sirenbiotechnology.com,expansion_announcement,2026-02-14,Signal detected,https://sirenbiotechnology.com/,,DELETE
SK Hynix,sk-hynix,skhynix.com,,,,,,
SK Siltron,sk-siltron,sksiltron.com,,,,,,
Skykraft,skykraft,https://skykraft.com.au,,,,,,
Skyrora,skyrora,https://skyrora.com,,,,,,
SkyWater Technology,skywater-technology,skywatertechnology.com,acquisition,2025-02-01,SkyWater Acquires Infineon Austin Fab,https://www.skywatertechnology.com/skywater-to-acquire-infineons-austin-fab/,,DELETE
SkyWater Technology,skywater-technology,skywatertechnology.com,new_facility,2025-01-01,$16M CHIPS funding Dec 2024; acquiring Infineon Austin fab Feb 2025 for 65-130nm capacity; US-only t,https://www.skywatertechnology.com/skywater-to-acquire-infineons-austin-fab-and-establish-strategic-partnership-to-expand-u-s-foundry-capacity-for-foundational-chips/,,DELETE
Slingshot Aerospace,slingshot-aerospace,https://slingshotaerospace.com,,,,,,
Soitec,soitec,soitec.com,,,,,,
Solar Turbines,solar-turbines,solarturbines.com,,,,,,
SolarEdge Technologies,solaredge-technologies,solaredge.com,new_facility,2025-01-01,Texas inverters + Florida optimizers + Utah batteries; 8M optimizers/quarter capacity; domestic cont,https://investors.solaredge.com/news-releases/news-release-details/solaredge-marks-milestones-us-manufacturing-strategy-achieving,,DELETE
SolarEdge Technologies,solaredge-technologies,solaredge.com,new_facility,2025-01-01,Texas inverters + Florida optimizers + Utah batteries; 8M optimizers/quarter capacity; domestic cont,https://investors.solaredge.com/news-releases/news-release-details/solaredge-marks-milestones-us-manufacturing-strategy-achieving,,DELETE
Solid Biosciences,solid-biosciences,https://solidbio.com,expansion_announcement,2026-02-14,Signal detected,https://investors.solidbio.com/news-releases/news-release-details/solid-biosciences-and-forge-biologics-announce-viral-vector,,DELETE
Soulbrain,soulbrain,soulbrain.co.kr,new_facility,2025-01-01,Soulbrain Taylor TX Plant Construction,https://www.statesman.com/story/news/local/2024/07/29/samsung-semiconductors-plant-taylor-texas-south-korean-company-soulbrain-tx-llc-invest/74562610007/,,DELETE
Soulbrain,soulbrain,soulbrain.co.kr,new_facility,2025-01-01,$175M Taylor Texas plant for Samsung; high-purity phosphoric acid; construction Jan 2025,https://www.statesman.com/story/news/local/2024/07/29/samsung-semiconductors-plant-taylor-texas-south-korean-company-soulbrain-tx-llc-invest/74562610007/,,DELETE
Soulbrain,soulbrain,soulbrain.co.kr,new_facility,2025-01-01,$175M Taylor Texas plant for Samsung; high-purity phosphoric acid; construction Jan 2025,https://www.statesman.com/story/news/local/2024/07/29/samsung-semiconductors-plant-taylor-texas-south-korean-company-soulbrain-tx-llc-invest/74562610007/,,DELETE
Southwire,southwire,southwire.com,,,,,,
Space Forge,space-forge,https://spaceforge.com,,,,,,
SpaceX,spacex,https://spacex.com,,,,,,
Spark Therapeutics (Roche),spark-therapeutics-roche,https://sparktx.com,expansion_announcement,2026-02-14,Signal detected,https://www.pharmaceutical-technology.com/projects/spark-therapeutics-gene-therapy-innovation-center-philadelphia-usa/,,DELETE
Special Metals,special-metals,https://www.specialmetals.com/,,,,,,
Spectrolab,spectrolab,https://spectrolab.com,,,,,,
SpinLaunch,spinlaunch,https://spinlaunch.com,,,,,,
Spire Global,spire-global,https://spire.com,,,,,,
Spirit AeroSystems,spirit-aerosystems,https://www.spiritaero.com/,,,,,,
Spirovant Sciences,spirovant-sciences,https://spirovant.com,regulatory_milestone,2024-11-01,Phase 1/2 for cystic fibrosis (first patient Nov 2024); inhaled AAV gene therapy,https://www.biospace.com/press-releases/spirovant-sciences-doses-first-patient-in-the-saave-phase-1-2-clinical-trial-of-its-investigational-aerosol-delivered-genetic-medicine-for-the-treatment-of-cystic-fibrosis,REGULATORY_MILESTONE,KEEP
SPTS Technologies (KLA),spts-technologies-kla,spts.com,,,,,,
SPX Transformer Solutions,spx-transformer-solutions,spxtransformersolutions.com,new_facility,2025-01-01,$70M Waukesha expansion; Goldsboro NC 50th anniversary; 1200+ US employees; 5-1200 MVA up to 345kV,https://www.spx.com/spx-transformer-solutions-goldsboro-north-carolina-facility-celebrates-50th-anniversary/,,DELETE
SPX Transformer Solutions,spx-transformer-solutions,spxtransformersolutions.com,new_facility,2025-01-01,$70M Waukesha expansion; Goldsboro NC 50th anniversary; 1200+ US employees; 5-1200 MVA up to 345kV,https://www.spx.com/spx-transformer-solutions-goldsboro-north-carolina-facility-celebrates-50th-anniversary/,,DELETE
Starfish Space,starfish-space,https://starfishspace.com,,,,,,
Stella-Jones,stella-jones,stella-jones.com,,,,,,
Stem Inc,stem-inc,stem.com,,,,,,
STMicroelectronics,stmicroelectronics,st.com,new_facility,2025-01-01,Catania Italy SiC campus with 200mm fab; EUR730M investment; reshaping EU manufacturing footprint,https://www.yolegroup.com/player-interviews/sic-is-in-a-race-to-meet-growing-demand-for-new-technologies-an-interview-with-stmicroelectronics/,,DELETE
Stoke Space,stoke-space,https://stokespace.com,new_facility,2025-01-01,$510M Series D + $260M funding; scaling manufacturing for Nova reusable launch vehicle,https://www.stokespace.com/stoke-space-technologies-raises-510-million-to-scale-manufacturing-of-fully-reusable-nova-launch-vehicle/,,DELETE
Stoke Therapeutics,stoke-therapeutics,https://stoketherapeutics.com,oem_partner,2024-08-01,Antisense oligonucleotide platform (not viral); partnered with Biogen for zorevunersen,https://investor.stoketherapeutics.com/news-releases/news-release-details/biogen-and-stoke-therapeutics-enter-collaboration-develop-and,OEM_PARTNER,KEEP
Stratolaunch,stratolaunch,https://www.stratolaunch.com/,,,,,,
StressCrete Group,stresscrete-group,scgrp.com,,,,,,
StrideBio,stridebio,https://stridebio.com,oem_partner,2021-03-01,"In-house manufacturing at 1000L in RTP; STRIVE capsid platform; partnered with CRISPR Tx, Takeda, Sa",https://www.prnewswire.com/news-releases/stridebio-announces-closing-of-81-5m-series-b-financing-301247395.html,OEM_PARTNER,KEEP
Stryten Energy,stryten-energy,https://www.stryten.com/,,,,,,
Substrate,substrate,substrate.com,new_facility,2025-01-01,$100M seed from Founders Fund + In-Q-Tel; building X-ray lithography equipment; US manufacturing,https://www.wsj.com/tech/peter-thiel-backed-startup-secures-100-million-to-make-chips-in-u-s-baff93ac,,DELETE
SUMCO,sumco,sumco.com,,,,,,
Sungrow,sungrow,https://www.sungrow.com/,,,,,,
Suniva,suniva,suniva.com,new_facility,2025-01-01,Georgia cell factory restarted Nov 2024 (1 GW); scaling to 2.5 GW; first US cell production restart,https://www.reuters.com/business/energy/solar-manufacturer-suniva-resumes-production-american-made-cells-2024-11-08/,,DELETE
Suniva,suniva,suniva.com,new_facility,2025-01-01,Georgia cell factory restarted Nov 2024 (1 GW); scaling to 2.5 GW; first US cell production restart,https://www.reuters.com/business/energy/solar-manufacturer-suniva-resumes-production-american-made-cells-2024-11-08/,,DELETE
Supernal,supernal,supernal.aero,,,,,,
Surrey Satellite Technology Ltd,surrey-satellite-technology-ltd,https://sstl.co.uk,,,,,,
Survalent Technology,survalent-technology,survalent.com,,,,,,
SUSS MicroTec,suss-microtec,suss.com,new_facility,2025-01-01,AI chip module capacity expansion; multi-year growth cycle; CMD 2025 targets,https://www.suss.com/en,,DELETE
Swinburne University of Technology (Space),swinburne-university-of-technology-space,swinburne.edu.au,,,,,,
Symbotic,symbotic,https://www.symbotic.com/,,,,,,
Synthetaic,synthetaic,https://synthetaic.com,,,,,,
Tavrida Electric,tavrida-electric,tavrida.com,,,,,,
Taysha Gene Therapies,taysha-gene-therapies,https://tayshagtx.com,investment_plan_announced,2021-07-01,$75M investment in Durham NC facility; single manufacturing site for entire pipeline,https://ir.tayshagtx.com/news-releases/news-release-details/taysha-gene-therapies-announces-new-cgmp-gene-therapy,INVESTMENT_PLAN_ANNOUNCED,KEEP
TE Connectivity,te-connectivity,https://www.te.com/,,,,,,
Tenaya Therapeutics,tenaya-therapeutics,https://tenayatherapeutics.com,investment_plan_announced,2024-11-01,In-house manufacturing center in Union City CA; TN-201 and TN-401 for genetic cardiomyopathies,https://www.tenayatherapeutics.com/our-science/,INVESTMENT_PLAN_ANNOUNCED,KEEP
Teradyne,teradyne,teradyne.com,,,,,,
Teradyne Robotics,teradyne-robotics,https://www.universal-robots.com/,,,,,,
Terran Orbital,terran-orbital,https://terranorbital.com,new_facility,2025-01-01,"Acquired by Lockheed Martin (Aug 2024); 98,000 sq ft manufacturing facility",https://news.lockheedmartin.com/2024-08-15-Lockheed-Martin-to-Acquire-Terran-Orbital,,DELETE
TerraPower,terrapower,terrapower.com,new_facility,2025-01-01,Wyoming Natrium plant under construction; state permit approved Jan 2025; training center Aug 2025; ,https://www.ans.org/news/2025-01-16/article-6690/wyoming-oks-construction-of-terrapowers-natrium-plant/,,DELETE
TerraPower,terrapower,terrapower.com,new_facility,2025-01-01,Wyoming Natrium plant under construction; state permit approved Jan 2025; training center Aug 2025; ,https://www.ans.org/news/2025-01-16/article-6690/wyoming-oks-construction-of-terrapowers-natrium-plant/,,DELETE
Tesla Energy,tesla-energy,https://www.tesla.com/megapack,new_facility,2025-01-01,40 GWh Lathrop Megafactory; 10000th Megapack Nov 2024; $150M+ Texas expansion 2026; 31.4 GWh deploye,https://www.tesla.com/megafactory,,DELETE
Tesla Energy,tesla-energy,https://www.tesla.com/megapack,new_facility,2025-01-01,40 GWh Lathrop Megafactory; 10000th Megapack Nov 2024; $150M+ Texas expansion 2026; 31.4 GWh deploye,https://www.tesla.com/megafactory,,DELETE
Tex Tech Industries,tex-tech-industries,https://textechindustries.com/,,,,,,
Texas Instruments,texas-instruments,https://ti.com,new_facility,2025-12-01,Texas Instruments Sherman Fab Opens,https://www.ti.com/about-ti/newsroom/news-releases/2025/texas-instruments-begins-production-at-its-newest-300mm-semiconductor-manufacturing-facility-in-sherman-texas.html,,DELETE
Texas Instruments,texas-instruments,https://ti.com,new_facility,2025-01-01,$60B+ across 7 fabs in Texas and Utah; Sherman TX fab opened Dec 2025; 300mm analog leader; largest ,https://www.ti.com/about-ti/newsroom/news-releases/2025/texas-instruments-begins-production-at-its-newest-300mm-semiconductor-manufacturing-facility-in-sherman-texas.html,,DELETE
